Name,Rating,City,Category,Lat,Lon
DALUMA,8.67,Berlin,vegan,52.53047943,13.40248013
Vinomania,,Bruxelles,Spanish,50.83344269,4.367023945
CHAKRA,8.57,London,indian,51.50841522,-0.200066507
Balls,5.93,Paris,balls,48.86183548,2.380387783
Gino DAcampo My Pasta Bar,8.57,London,italian,51.51398849,-0.109579802
Arroceria Daniela,,Madrid,Arrocería,40.41436768,-3.704518318
Alta Burgersia,6.71,Madrid,Burger,40.41339493,-3.69983077
Pellicanino,8,London,italian,51.49124146,-0.167236805
Bagel market,,Paris,bagel,48.85966492,2.354912281
Au nom de la rose,10,Barcelona,Flowers,41.39012146,2.159637928
L'oud Des Eurasie,,London,lebanese,51.48250198,-0.181082204
Delancey & Co,9.57,London,american,51.51954269,-0.135211393
Juanyta Me Mata,8.29,Madrid,mediterranean,40.43436813,-3.676469803
LA MEDINA,8.14,Lyon,oriental,45.753479,4.841516495
Flores Bucaro,,Madrid,Flowers,40.45380783,-3.678638458
East Side Burgers,8.66,Paris,,48.86181259,2.373045921
Pull'd,,London,Fusion,51.51203918,-0.092294604
Lobster bar,8.67,Paris,,48.86447906,2.340638161
The Wild Game Co,7.9,London,english,51.51979828,-0.136458904
Sri Thai City,,London,thai,51.51692581,-0.085102797
Mozzachic,9.29,Paris,Salad bar,48.87332153,2.316037178
L'Etoile d'Orient,9.43,Bruxelles,lebanese,50.80092621,4.336863041
Hank Restaurant,8.12,Paris,,48.86157608,2.358293295
Camino,9.14,London,Spanish,51.51325607,-0.103086598
Camino,9.14,London,Spanish,51.5309639,-0.121936999
LAAUMA,9.14,Berlin,vegan,52.50627136,13.46531105
by.kono,7.14,Madrid,japanese,40.42069244,-3.699678898
LA MEDINA PATISSERIE,8.29,Lyon,,45.753479,4.841516495
Pâtisserie MEDINA,9.14,Lyon,Pâtisserie,45.753479,4.841516495
La Fabrique des Garçons,,Lyon,Sandwich,45.75954819,4.842648506
Noodle Oodle,8.43,London,Asian,51.51348114,-0.187600598
It Dogs,6.4,Madrid,,40.42246246,-3.700566053
